type|protocol|sIP|dIP|sPort|dPort|packets|bytes|sTime|duration|initialTCPflags|remainingTCPflags|
in|6|94.208.169.87|10.0.100.1|56902|80|1|41|2020/11/24T20:20:18|0.002|    S |      
in|6|31.133.86.63|10.0.100.1|51377|8080|1|42|2020/11/24T20:22:48|0.002|    S |      
in|6|134.31.155.68|10.0.100.1|62994|8080|1|43|2020/11/24T20:25:18|0.002|    S |      
in|6|250.22.172.24|10.0.100.1|51168|80|1|43|2020/11/24T20:26:01|0.002|    S |      
out|6|10.0.100.1|250.22.172.24|80|51168|1|43|2020/11/24T20:26:01|0.002| A  S |      
in|6|205.71.199.213|10.0.100.1|59795|8080|1|42|2020/11/24T20:26:44|0.002|    S |      
in|6|32.201.112.184|10.0.100.1|55246|8080|1|43|2020/11/24T20:27:26|0.002|    S |      
in|6|129.55.56.51|10.0.100.1|53608|8080|1|42|2020/11/24T20:28:09|0.002|    S |      
in|6|12.31.166.235|10.0.100.1|55109|80|1|43|2020/11/24T20:28:52|0.002|    S |      
in|6|131.247.71.163|10.0.100.1|62516|8080|1|43|2020/11/24T20:29:35|0.002|    S |      
out|6|10.0.100.1|131.247.71.163|8080|62516|1|43|2020/11/24T20:29:35|0.002| A  S |      
in|6|105.5.76.1|10.0.100.1|64474|8080|1|42|2020/11/24T20:30:18|0.002|    S |      
in|6|108.9.170.78|10.0.100.1|63791|8080|1|42|2020/11/24T20:30:30|0.002|    S |      
in|6|210.52.233.107|10.0.100.1|51289|80|1|42|2020/11/24T20:30:42|0.002|    S |      
in|6|54.174.2.231|10.0.100.1|50297|8080|1|42|2020/11/24T20:30:54|0.002|    S |      
in|6|140.132.2.34|10.0.100.1|54700|8080|1|41|2020/11/24T20:31:06|0.002|    S |      
out|6|10.0.100.1|140.132.2.34|8080|54700|1|41|2020/11/24T20:31:06|0.002| A  S |      
in|6|98.126.244.106|10.0.100.1|50647|80|1|42|2020/11/24T20:31:18|0.002|    S |      
in|6|91.133.195.217|10.0.100.1|60665|80|1|42|2020/11/24T20:31:30|0.002|    S |      
in|6|58.232.131.47|10.0.100.1|55657|80|1|41|2020/11/24T20:31:42|0.002|    S |      
in|6|23.65.241.232|10.0.100.1|53430|8080|1|42|2020/11/24T20:31:54|0.002|    S |      
in|6|97.187.212.141|10.0.100.1|52607|8080|1|41|2020/11/24T20:32:06|0.002|    S |      
in|6|110.176.239.90|10.0.100.1|52536|80|1|41|2020/11/24T20:32:18|0.002|    S |      
out|6|10.0.100.1|110.176.239.90|80|52536|1|41|2020/11/24T20:32:18|0.002| A  S |      
in|6|212.53.33.182|10.0.100.1|53040|80|1|43|2020/11/24T20:32:30|0.002|    S |      
in|6|60.112.241.249|10.0.100.1|62986|8080|1|43|2020/11/24T20:32:42|0.002|    S |      
in|6|13.44.243.174|10.0.100.1|55333|8080|1|43|2020/11/24T20:32:54|0.002|    S |      
in|6|39.41.221.161|10.0.100.1|59198|80|1|41|2020/11/24T20:33:06|0.002|    S |      
in|6|75.160.12.114|10.0.100.1|53520|8080|1|42|2020/11/24T20:33:18|0.002|    S |      
in|6|93.156.215.14|10.0.100.1|50175|8080|1|41|2020/11/24T20:33:30|0.002|    S |      
in|6|86.185.129.190|10.0.100.1|53882|8080|1|42|2020/11/24T20:33:42|0.002|    S |      
in|6|235.234.10.51|10.0.100.1|52222|80|1|41|2020/11/24T20:33:54|0.002|    S |      
in|6|198.0.90.38|10.0.100.1|51692|8080|1|43|2020/11/24T20:34:06|0.002|    S |      
out|6|10.0.100.1|198.0.90.38|8080|51692|1|43|2020/11/24T20:34:06|0.002| A  S |      
in|6|46.162.69.60|10.0.100.1|60331|8080|1|43|2020/11/24T20:34:18|0.002|    S |      
in|6|93.43.116.216|10.0.100.1|56496|8080|1|42|2020/11/24T20:34:30|0.002|    S |      
in|6|42.193.99.144|10.0.100.1|60533|8080|1|43|2020/11/24T20:34:42|0.002|    S |      
in|6|112.48.49.191|10.0.100.1|64105|80|1|42|2020/11/24T20:34:54|0.002|    S |      
in|6|14.200.174.164|10.0.100.1|53090|80|1|43|2020/11/24T20:35:06|0.002|    S |      
in|6|183.146.17.94|10.0.100.1|61852|80|1|42|2020/11/24T20:35:18|0.002|    S |      
in|6|126.59.125.20|10.0.100.1|51568|80|1|41|2020/11/24T20:35:21|0.002|    S |      
in|6|2.95.29.66|10.0.100.1|51629|8080|1|43|2020/11/24T20:35:25|0.002|    S |      
in|6|190.208.31.163|10.0.100.1|52499|8080|1|42|2020/11/24T20:35:28|0.002|    S |      
in|6|85.201.152.188|10.0.100.1|53588|80|1|43|2020/11/24T20:35:32|0.002|    S |      
in|6|98.118.22.5|10.0.100.1|62852|80|1|43|2020/11/24T20:35:35|0.002|    S |      
in|6|35.138.202.11|10.0.100.1|62624|80|1|43|2020/11/24T20:35:39|0.002|    S |      
out|6|10.0.100.1|35.138.202.11|80|62624|1|43|2020/11/24T20:35:39|0.002| A  S |      
in|6|19.221.172.133|10.0.100.1|50846|80|1|43|2020/11/24T20:35:42|0.002|    S |      
in|6|144.165.207.147|10.0.100.1|57133|80|1|42|2020/11/24T20:35:45|0.002|    S |      
in|6|247.45.203.130|10.0.100.1|53114|80|1|42|2020/11/24T20:35:49|0.002|    S |      
in|6|209.64.80.217|10.0.100.1|56781|8080|1|42|2020/11/24T20:35:52|0.002|    S |      
in|6|71.83.166.185|10.0.100.1|55345|8080|1|41|2020/11/24T20:35:56|0.002|    S |      
in|6|55.254.220.21|10.0.100.1|50225|80|1|43|2020/11/24T20:35:59|0.002|    S |      
out|6|10.0.100.1|55.254.220.21|80|50225|1|43|2020/11/24T20:35:59|0.002| A  S |      
in|6|155.2.28.7|10.0.100.1|64504|80|1|41|2020/11/24T20:36:03|0.002|    S |      
in|6|24.208.195.139|10.0.100.1|54460|8080|1|42|2020/11/24T20:36:06|0.002|    S |      
