type|protocol|sIP|dIP|sPort|dPort|packets|bytes|sTime|duration|initialTCPflags|remainingTCPflags|
in|6|178.113.46.186|10.0.0.1|52431|8080|1|42|2020/11/24T20:21:11|0.002|    S |
in|6|4.244.89.91|10.0.0.3|57025|80|1|41|2020/11/24T20:23:41|0.002|    S |
in|6|97.248.241.72|10.0.0.5|51393|80|1|41|2020/11/24T20:26:11|0.002|    S |
in|6|187.204.118.208|10.0.0.7|54850|8080|1|41|2020/11/24T20:28:41|0.002|    S |
in|6|252.19.57.28|10.0.0.9|54543|80|1|42|2020/11/24T20:31:11|0.002|    S |
in|6|190.102.183.243|10.0.0.11|51134|80|1|42|2020/11/24T20:33:41|0.002|    S |
in|6|70.81.18.35|10.0.0.13|57330|8080|1|42|2020/11/24T20:36:11|0.002|    S |
in|6|23.161.253.26|10.0.0.15|62423|80|1|43|2020/11/24T20:38:41|0.002|    S |
in|6|218.91.236.118|10.0.0.17|60211|8080|1|41|2020/11/24T20:41:11|0.002|    S |
in|6|170.131.29.73|10.0.0.19|57435|8080|1|43|2020/11/24T20:43:41|0.002|    S |
out|6|10.0.0.19|170.131.29.73|8080|57435|1|43|2020/11/24T20:43:41|0.002| A    |
in|6|170.131.29.73|10.0.0.19|57435|8080|1|43|2020/11/24T20:43:41|0.002|   R  |
in|6|11.28.233.94|10.0.0.21|57160|8080|1|42|2020/11/24T20:46:11|0.002|    S |
in|6|11.166.77.142|10.0.0.23|64018|80|1|42|2020/11/24T20:48:41|0.002|    S |
out|6|10.0.0.23|11.166.77.142|80|64018|1|42|2020/11/24T20:48:41|0.002| A    |
in|6|11.166.77.142|10.0.0.23|64018|80|1|42|2020/11/24T20:48:41|0.002|   R  |
in|6|84.92.162.47|10.0.0.25|58360|80|1|43|2020/11/24T20:51:11|0.002|    S |
in|6|50.180.216.76|10.0.0.27|60957|80|1|42|2020/11/24T20:53:41|0.002|    S |
in|6|255.204.190.188|10.0.0.29|53671|8080|1|42|2020/11/24T20:56:11|0.002|    S |
in|6|124.168.168.109|10.0.0.31|54853|8080|1|43|2020/11/24T20:58:41|0.002|    S |
in|6|253.194.173.243|10.0.0.33|53129|80|1|43|2020/11/24T21:01:11|0.002|    S |
in|6|23.56.238.73|10.0.0.35|53467|80|1|42|2020/11/24T21:03:41|0.002|    S |
in|6|125.137.99.127|10.0.0.37|64881|80|1|42|2020/11/24T21:06:11|0.002|    S |
in|6|150.133.44.238|10.0.0.39|57221|8080|1|43|2020/11/24T21:08:41|0.002|    S |
out|6|10.0.0.39|150.133.44.238|8080|57221|1|43|2020/11/24T21:08:41|0.002| A    |
in|6|150.133.44.238|10.0.0.39|57221|8080|1|43|2020/11/24T21:08:41|0.002|   R  |
in|6|83.200.159.137|10.0.0.41|53120|8080|1|41|2020/11/24T21:11:11|0.002|    S |
in|6|51.174.7.72|10.0.0.43|53520|8080|1|41|2020/11/24T21:13:41|0.002|    S |
in|6|202.120.162.229|10.0.0.45|62903|80|1|42|2020/11/24T21:16:11|0.002|    S |
in|6|179.225.80.134|10.0.0.47|64340|80|1|42|2020/11/24T21:18:41|0.002|    S |
in|6|194.94.77.242|10.0.0.49|60820|8080|1|43|2020/11/24T21:21:11|0.002|    S |
in|6|22.21.97.6|10.0.0.51|51513|8080|1|41|2020/11/24T21:23:41|0.002|    S |
in|6|183.163.115.108|10.0.0.53|59638|80|1|41|2020/11/24T21:26:11|0.002|    S |
in|6|51.89.162.38|10.0.0.55|55726|80|1|42|2020/11/24T21:28:41|0.002|    S |
in|6|7.243.10.59|10.0.0.57|55565|80|1|42|2020/11/24T21:31:11|0.002|    S |
in|6|211.119.137.220|10.0.0.59|56689|8080|1|43|2020/11/24T21:33:41|0.002|    S |
out|6|10.0.0.59|211.119.137.220|8080|56689|1|43|2020/11/24T21:33:41|0.002| A    |
in|6|211.119.137.220|10.0.0.59|56689|8080|1|43|2020/11/24T21:33:41|0.002|   R  |
in|6|205.134.255.195|10.0.0.61|58128|8080|1|42|2020/11/24T21:36:11|0.002|    S |
in|6|34.163.234.150|10.0.0.63|50322|8080|1|42|2020/11/24T21:38:41|0.002|    S |
in|6|139.32.214.76|10.0.0.65|51538|80|1|41|2020/11/24T21:41:11|0.002|    S |
in|6|151.155.89.26|10.0.0.67|58962|8080|1|41|2020/11/24T21:43:41|0.002|    S |
in|6|253.205.248.190|10.0.0.69|62592|80|1|41|2020/11/24T21:46:11|0.002|    S |
in|6|158.0.137.105|10.0.0.71|56798|80|1|43|2020/11/24T21:48:41|0.002|    S |
in|6|191.131.193.232|10.0.0.73|63309|80|1|41|2020/11/24T21:51:11|0.002|    S |
in|6|76.209.10.137|10.0.0.75|57763|80|1|43|2020/11/24T21:53:41|0.002|    S |
in|6|198.219.107.113|10.0.0.77|59318|8080|1|41|2020/11/24T21:54:24|0.002|    S |
in|6|62.69.35.37|10.0.0.79|56292|8080|1|41|2020/11/24T21:55:06|0.002|    S |
in|6|151.166.152.172|10.0.0.81|51086|8080|1|41|2020/11/24T21:55:49|0.002|    S |
in|6|187.133.156.117|10.0.0.83|59740|8080|1|43|2020/11/24T21:56:32|0.002|    S |
in|6|56.119.226.124|10.0.0.85|53412|80|1|42|2020/11/24T21:57:15|0.002|    S |
out|6|10.0.0.85|56.119.226.124|80|53412|1|42|2020/11/24T21:57:15|0.002| A    |
in|6|56.119.226.124|10.0.0.85|53412|80|1|42|2020/11/24T21:57:15|0.002|   R  |
in|6|10.99.29.48|10.0.0.87|53875|80|1|43|2020/11/24T21:57:58|0.002|    S |
in|6|221.85.228.214|10.0.0.89|59403|80|1|42|2020/11/24T21:58:41|0.002|    S |
in|6|215.106.107.53|10.0.0.91|61692|80|1|42|2020/11/24T21:59:24|0.002|    S |
out|6|10.0.0.91|215.106.107.53|80|61692|1|42|2020/11/24T21:59:24|0.002| A    |
